ID,County,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
MO-225,Webster,Missouri,57.7,3.2,129,54.5
MO-227,Worth,Missouri,54.6,4.2,129,50.4
MO-229,Wright,Missouri,58,3.2,129,54.8
MO-510,St. Louis City,Missouri,59.2,3.7,129,55.5
MT-001,Beaverhead,Montana,40.3,3.5,128,36.8
MT-003,Big Horn,Montana,47.5,3.5,128,44
MT-005,Blaine,Montana,44,2.8,116,41.2
MT-007,Broadwater,Montana,44.9,3.2,127,41.7
MT-009,Carbon,Montana,45.5,4.1,130,41.3
MT-011,Carter,Montana,46.9,4.1,128,42.8
MT-013,Cascade,Montana,44.9,2.7,120,42.2
MT-015,Chouteau,Montana,45.4,2.6,112,42.8
MT-017,Custer,Montana,47.7,3.7,125,44
MT-019,Daniels,Montana,42.1,4,125,38.1
MT-021,Dawson,Montana,46,4,127,42.1
MT-023,Deer Lodge,Montana,39.8,3,127,36.8
MT-025,Fallon,Montana,46.2,3.6,126,42.6
MT-027,Fergus,Montana,45.5,2.6,115,43
MT-029,Flathead,Montana,42.2,3.4,129,38.8
MT-031,Gallatin,Montana,42.1,3.5,128,38.6
MT-033,Garfield,Montana,46.7,3.8,125,43
MT-035,Glacier,Montana,41.5,3.5,125,38
MT-037,Golden Valley,Montana,46.3,2.8,123,43.5
MT-039,Granite,Montana,41.3,3.4,128,37.9
MT-041,Hill,Montana,42.9,2.6,110,40.3
MT-043,Jefferson,Montana,43.4,3.6,128,39.7
MT-045,Judith Basin,Montana,43.4,2.8,121,40.7
MT-047,Lake,Montana,45.5,3.1,128,42.3
MT-049,Lewis and Clark,Montana,42.9,3.2,128,39.7
MT-051,Liberty,Montana,43,2.6,109,40.4
MT-053,Lincoln,Montana,43.7,3.3,128,40.3
MT-055,McCone,Montana,45.6,4,125,41.6
MT-057,Madison,Montana,42,3.5,128,38.6
MT-059,Meagher,Montana,42.3,3.7,129,38.5
MT-061,Mineral,Montana,43.8,2.7,128,41.2
MT-063,Missoula,Montana,43.5,3.2,128,40.3
MT-065,Musselshell,Montana,47.4,2.7,120,44.7
MT-067,Park,Montana,41.6,3.8,128,37.8
MT-069,Petroleum,Montana,47.6,2.7,118,44.8
MT-071,Phillips,Montana,45,3.1,117,41.9
MT-073,Pondera,Montana,43.4,3.1,123,40.3
MT-075,Powder River,Montana,47.9,3.6,127,44.3
MT-077,Powell,Montana,41.9,3.6,128,38.3
MT-079,Prairie,Montana,46.8,3.8,125,43
MT-081,Ravalli,Montana,42.5,3.2,128,39.3
MT-083,Richland,Montana,45.7,4.5,129,41.2
MT-085,Roosevelt,Montana,44.3,4.3,127,40.1
MT-087,Rosebud,Montana,47.2,3.2,122,44
MT-089,Sanders,Montana,44.3,2.2,125,42
MT-091,Sheridan,Montana,43,4.4,126,38.7
MT-093,Silver Bow,Montana,41.7,3.4,128,38.3
MT-095,Stillwater,Montana,45.6,3,125,42.6
MT-097,Sweet Grass,Montana,44.7,3.1,127,41.6
MT-099,Teton,Montana,43.4,3,124,40.4
MT-101,Toole,Montana,43.5,2.9,115,40.6
MT-103,Treasure,Montana,47.8,3.2,122,44.6
MT-105,Valley,Montana,43.8,3.7,123,40.1
MT-107,Wheatland,Montana,44.5,2.7,123,41.8
MT-109,Wibaux,Montana,46,3.7,125,42.3
MT-111,Yellowstone,Montana,48.3,3,123,45.3
NE-001,Adams,Nebraska,53.5,3.4,127,50.1
NE-003,Antelope,Nebraska,50.9,3.2,126,47.8
NE-005,Arthur,Nebraska,51.2,3.9,129,47.3
NE-007,Banner,Nebraska,50.7,4,129,46.6
NE-009,Blaine,Nebraska,51.3,3.1,128,48.2
NE-011,Boone,Nebraska,51.5,3.5,128,47.9
NE-013,Box Butte,Nebraska,50.1,4,129,46.1
NE-015,Boyd,Nebraska,50.7,2.9,125,47.8
NE-017,Brown,Nebraska,50.6,3.1,126,47.6
NE-019,Buffalo,Nebraska,52.8,3.5,126,49.3
NE-021,Burt,Nebraska,52.4,3.9,129,48.5
NE-023,Butler,Nebraska,52.8,3.4,128,49.4
NE-025,Cass,Nebraska,54.1,3.5,128,50.6
NE-027,Cedar,Nebraska,50.5,3.2,127,47.2
NE-029,Chase,Nebraska,53.7,3.9,129,49.8
NE-031,Cherry,Nebraska,50.7,4.2,129,46.6
NE-033,Cheyenne,Nebraska,51.5,3.9,129,47.6
NE-035,Clay,Nebraska,53.5,3.2,125,50.3
NE-037,Colfax,Nebraska,52.9,4.2,129,48.8
NE-039,Cuming,Nebraska,51.7,3.4,128,48.2
NE-041,Custer,Nebraska,51.5,3.4,127,48.1
NE-043,Dakota,Nebraska,51,3.3,126,47.7
NE-045,Dawes,Nebraska,50.8,4.1,129,46.6
NE-047,Dawson,Nebraska,52.3,2.8,125,49.5
NE-049,Deuel,Nebraska,52.1,3.4,128,48.7
NE-051,Dixon,Nebraska,50.3,2.9,125,47.5
NE-053,Dodge,Nebraska,53,4,129,49
NE-055,Douglas,Nebraska,53.8,3.9,129,49.9
NE-057,Dundy,Nebraska,54.6,4,129,50.6
NE-059,Fillmore,Nebraska,53.9,3.3,126,50.6
NE-061,Franklin,Nebraska,54.3,3.3,128,51
NE-063,Frontier,Nebraska,53.4,3.4,128,50
NE-065,Furnas,Nebraska,53.8,2.7,123,51.1
NE-067,Gage,Nebraska,54.6,3.3,126,51.3
NE-069,Garden,Nebraska,51.2,4,129,47.2
NE-071,Garfield,Nebraska,50.5,3.2,126,47.3
NE-073,Gosper,Nebraska,53,2.8,126,50.3
NE-075,Grant,Nebraska,50.4,4,129,46.3
NE-077,Greeley,Nebraska,51.3,3.2,126,48.1
NE-079,Hall,Nebraska,53.1,3.5,127,49.6
NE-081,Hamilton,Nebraska,53.3,3.4,126,49.9
NE-083,Harlan,Nebraska,54.3,3.1,128,51.2
NE-085,Hayes,Nebraska,53.5,3.5,128,49.9
NE-087,Hitchcock,Nebraska,54.3,3.3,128,51
NE-089,Holt,Nebraska,50.3,3,126,47.3
NE-091,Hooker,Nebraska,50.8,3.6,129,47.3
NE-093,Howard,Nebraska,52.5,3.4,128,49.1
NE-095,Jefferson,Nebraska,54.8,3.6,127,51.2
NE-097,Johnson,Nebraska,54.4,3.1,125,51.3
NE-099,Kearney,Nebraska,53.2,3.3,126,49.9
NE-101,Keith,Nebraska,52.6,3.7,129,48.9
NE-103,Keya Paha,Nebraska,50.5,3.4,125,47.1
NE-105,Kimball,Nebraska,50,3.8,129,46.2
NE-107,Knox,Nebraska,50.8,3.1,125,47.7
NE-109,Lancaster,Nebraska,54.5,4,129,50.6
NE-111,Lincoln,Nebraska,52.3,3.3,128,49
NE-113,Logan,Nebraska,51.4,3.3,128,48.1
NE-115,Loup,Nebraska,50.8,3.2,127,47.5
NE-117,McPherson,Nebraska,51.2,3.4,128,47.8
NE-119,Madison,Nebraska,51.8,3.7,128,48.1
NE-121,Merrick,Nebraska,53.1,3.6,129,49.5
NE-123,Morrill,Nebraska,51.4,4.2,129,47.3
NE-125,Nance,Nebraska,52.5,3.7,129,48.9
NE-127,Nemaha,Nebraska,55.1,3.3,125,51.7
NE-129,Nuckolls,Nebraska,54.2,3.3,127,50.9
NE-131,Otoe,Nebraska,54.3,3.2,126,51.1
NE-133,Pawnee,Nebraska,54.8,3.2,125,51.7
NE-135,Perkins,Nebraska,52.9,3.7,128,49.1
NE-137,Phelps,Nebraska,53.1,3.1,126,50
NE-139,Pierce,Nebraska,51,3.4,128,47.6
NE-141,Platte,Nebraska,52.5,3.9,128,48.6
NE-143,Polk,Nebraska,53,3.5,127,49.5
NE-145,Red Willow,Nebraska,54.6,3.7,128,50.9
NE-147,Richardson,Nebraska,55.8,3.8,128,52.1
NE-149,Rock,Nebraska,50,2.9,126,47.1
NE-151,Saline,Nebraska,54.5,3.7,129,50.8
NE-153,Sarpy,Nebraska,54,3.8,129,50.3
NE-155,Saunders,Nebraska,53.8,4.1,129,49.8
NE-157,Scotts Bluff,Nebraska,51.6,4.2,129,47.4
NE-159,Seward,Nebraska,53.8,3.7,128,50.1
NE-161,Sheridan,Nebraska,49.9,4.1,129,45.8
NE-163,Sherman,Nebraska,52.1,3.5,128,48.6
NE-165,Sioux,Nebraska,49.7,4.3,129,45.3
NE-167,Stanton,Nebraska,52,3.8,128,48.2
NE-169,Thayer,Nebraska,54.6,3.5,128,51.1
NE-171,Thomas,Nebraska,51.3,3.1,128,48.2
NE-173,Thurston,Nebraska,51.1,3.3,126,47.8
NE-175,Valley,Nebraska,51.2,3.3,127,47.9
NE-177,Washington,Nebraska,53.3,3.9,129,49.4
NE-179,Wayne,Nebraska,50.7,3.1,125,47.6
NE-181,Webster,Nebraska,54.3,3.3,127,50.9
NE-183,Wheeler,Nebraska,50.8,3.3,126,47.5
NE-185,York,Nebraska,53.4,3.2,126,50.2
NV-001,Churchill,Nevada,53.5,3,129,50.5
NV-003,Clark,Nevada,66.8,3.7,130,63.2
NV-005,Douglas,Nevada,50.5,2.7,125,47.9
NV-007,Elko,Nevada,47,2.6,127,44.4
NV-009,Esmeralda,Nevada,55,4,126,51
NV-011,Eureka,Nevada,48.4,3.2,127,45.2
NV-013,Humboldt,Nevada,51,2.8,126,48.2
NV-015,Lander,Nevada,50.1,3,126,47.1
NV-017,Lincoln,Nevada,57.4,3.5,129,53.9
NV-019,Lyon,Nevada,52.9,2.8,126,50
NV-021,Mineral,Nevada,53,4.1,130,48.9
NV-023,Nye,Nevada,54.3,3.8,129,50.5
NV-027,Pershing,Nevada,52.4,2.5,126,49.9
NV-029,Storey,Nevada,52.4,3,127,49.4
NV-031,Washoe,Nevada,51,2.9,126,48.1
NV-033,White Pine,Nevada,48.2,3.2,128,45
NV-510,Carson City,Nevada,51.5,2.7,125,48.8
NH-001,Belknap,New Hampshire,48.4,4.5,130,43.9
NH-003,Carroll,New Hampshire,47.1,4.9,130,42.2
NH-005,Cheshire,New Hampshire,48.5,4.7,129,43.9
NH-007,Coos,New Hampshire,43.3,4.8,130,38.5
NH-009,Grafton,New Hampshire,45.9,5.1,130,40.8
NH-011,Hillsborough,New Hampshire,49.9,4.7,130,45.2
NH-013,Merrimack,New Hampshire,48.6,4.5,130,44.1
NH-015,Rockingham,New Hampshire,50.1,4,129,46.2
NH-017,Strafford,New Hampshire,48.7,3.6,128,45
NH-019,Sullivan,New Hampshire,47.3,4.9,130,42.4
NJ-001,Atlantic,New Jersey,56.8,4.1,127,52.7
NJ-003,Bergen,New Jersey,55.8,4.8,130,51
NJ-005,Burlington,New Jersey,57,4.1,129,52.9
NJ-007,Camden,New Jersey,57.5,4.3,130,53.3
NJ-009,Cape May,New Jersey,57.1,4,128,53.1
NJ-011,Cumberland,New Jersey,57.2,4.1,129,53.1
NJ-013,Essex,New Jersey,56.4,5.1,130,51.3
NJ-015,Gloucester,New Jersey,57.5,4,129,53.5
NJ-017,Hudson,New Jersey,57.6,4.9,130,52.7
NJ-019,Hunterdon,New Jersey,53.8,4.3,128,49.6
NJ-021,Mercer,New Jersey,56,4.2,129,51.8
NJ-023,Middlesex,New Jersey,56.6,4.7,130,51.9
NJ-025,Monmouth,New Jersey,56.5,4.5,129,52
NJ-027,Morris,New Jersey,53.5,4.5,129,48.9
NJ-029,Ocean,New Jersey,56.4,4.1,128,52.3
NJ-031,Passaic,New Jersey,53.8,4.6,130,49.1
NJ-033,Salem,New Jersey,57.3,3.8,129,53.6
NJ-035,Somerset,New Jersey,55.2,4.5,129,50.7
NJ-037,Sussex,New Jersey,51.9,4.2,129,47.6
NJ-039,Union,New Jersey,56.8,5,130,51.8
NJ-041,Warren,New Jersey,52.8,4.6,129,48.2
NM-001,Bernalillo,New Mexico,55.8,3.6,129,52.2
NM-003,Catron,New Mexico,50.1,2.3,122,47.7
NM-005,Chaves,New Mexico,62.5,4.7,130,57.8
NM-006,Cibola,New Mexico,50.5,2.2,124,48.3
NM-007,Colfax,New Mexico,48.8,2.2,125,46.6
NM-009,Curry,New Mexico,59.9,4.5,130,55.5
NM-011,De Baca,New Mexico,61.2,4.7,130,56.5
NM-013,Dona Ana,New Mexico,64.3,4.2,130,60.1
NM-015,Eddy,New Mexico,65,4.5,130,60.5
NM-017,Grant,New Mexico,58.4,3.5,128,54.9
NM-019,Guadalupe,New Mexico,57.7,3.6,129,54.1
NM-021,Harding,New Mexico,56.2,2.9,129,53.3
NM-023,Hidalgo,New Mexico,62.1,3.1,128,59
NM-025,Lea,New Mexico,63.6,4.2,130,59.4
NM-027,Lincoln,New Mexico,57.7,4.4,130,53.3
NM-028,Los Alamos,New Mexico,49.1,3,126,46.2
NM-029,Luna,New Mexico,63.8,4,130,59.8
NM-031,McKinley,New Mexico,50.6,2.3,120,48.3
NM-033,Mora,New Mexico,49.8,2.9,127,46.9
NM-035,Otero,New Mexico,60.4,3.9,130,56.5
NM-037,Quay,New Mexico,59.7,3.3,129,56.4
NM-039,Rio Arriba,New Mexico,47.3,2.8,125,44.6
NM-041,Roosevelt,New Mexico,60.8,4.3,130,56.4
NM-043,Sandoval,New Mexico,52.4,3.2,129,49.2
NM-045,San Juan,New Mexico,54.1,3.7,130,50.4
NM-047,San Miguel,New Mexico,54.6,2.7,126,51.9
NM-049,Santa Fe,New Mexico,51.4,2.9,129,48.5
NM-051,Sierra,New Mexico,60.9,4.3,130,56.6
NM-053,Socorro,New Mexico,56.7,3.7,129,53
NM-055,Taos,New Mexico,44.2,2.1,117,42.1
NM-057,Torrance,New Mexico,53.2,3.6,129,49.6
NM-059,Union,New Mexico,53.7,2.2,124,51.5
NM-061,Valencia,New Mexico,57.4,3.4,128,54
NY-001,Albany,New York,50.8,4.5,130,46.3
NY-003,Allegany,New York,49.1,4.3,130,44.8
NY-005,Bronx,New York,57.2,4.6,130,52.6
NY-007,Broome,New York,49.3,3.6,128,45.7
NY-009,Cattaraugus,New York,49.1,4.4,130,44.7
NY-011,Cayuga,New York,50.1,4,129,46.1
NY-013,Chautauqua,New York,50.6,4.7,130,45.9
NY-015,Chemung,New York,49.9,4,130,45.9
NY-017,Chenango,New York,47.9,3.5,128,44.4
NY-019,Clinton,New York,47.2,5.4,130,41.8
NY-021,Columbia,New York,51.5,4.4,129,47.1
NY-023,Cortland,New York,47.9,3.7,128,44.2
NY-025,Delaware,New York,47.4,3.6,129,43.8
NY-027,Dutchess,New York,52.3,4.5,129,47.8
NY-029,Erie,New York,51.2,4.9,130,46.2
NY-031,Essex,New York,44.9,4.5,129,40.4
NY-033,Franklin,New York,45.7,5.4,130,40.3
NY-035,Fulton,New York,47.7,4,130,43.7
NY-037,Genesee,New York,50.3,4.3,129,46
NY-039,Greene,New York,49.3,4.3,130,45
NY-041,Hamilton,New York,44.4,4.7,130,39.8
NY-043,Herkimer,New York,46,4.3,130,41.8
NY-045,Jefferson,New York,48.6,5,130,43.6
NY-047,Kings,New York,57.7,4.7,130,53
NY-049,Lewis,New York,46.3,5,130,41.3
NY-051,Livingston,New York,50.9,4.5,130,46.3
NY-053,Madison,New York,48.4,4.2,129,44.1
NY-055,Monroe,New York,51.4,4.5,129,46.9
NY-057,Montgomery,New York,49.6,3.7,129,45.9
NY-059,Nassau,New York,56.4,4.5,130,51.9
NY-061,New York,New York,57.6,4.8,130,52.9
NY-063,Niagara,New York,51.3,4.3,129,47
NY-065,Oneida,New York,48.4,4.4,130,44
NY-067,Onondaga,New York,50.5,4.8,130,45.7
NY-069,Ontario,New York,50.5,4.2,129,46.3
NY-071,Orange,New York,52,4.1,129,47.9
NY-073,Orleans,New York,50.7,4.1,129,46.6
NY-075,Oswego,New York,50,5.1,130,44.9
NY-077,Otsego,New York,47.1,3.1,128,44
NY-079,Putnam,New York,52.9,4.6,130,48.3
NY-081,Queens,New York,57.2,4.5,130,52.7
NY-083,Rensselaer,New York,50.4,4.8,130,45.7
NY-085,Richmond,New York,57.7,4.9,130,52.8
NY-087,Rockland,New York,54.4,4.6,130,49.7
NY-089,St. Lawrence,New York,47.5,5.7,130,41.8
NY-091,Saratoga,New York,49.6,4.7,130,44.9
NY-093,Schenectady,New York,50.4,4.5,130,45.9
NY-095,Schoharie,New York,48.2,3.7,129,44.5
NY-097,Schuyler,New York,49.6,4.1,130,45.5
NY-099,Seneca,New York,50.6,3.6,128,47
NY-101,Steuben,New York,49.4,4.3,130,45.2
NY-103,Suffolk,New York,54.6,4.3,129,50.3
NY-105,Sullivan,New York,49.1,3.9,129,45.2
NY-107,Tioga,New York,49.5,3.7,129,45.8
NY-109,Tompkins,New York,49.1,3.5,128,45.6
NY-111,Ulster,New York,50.1,4.1,129,46
NY-113,Warren,New York,46.9,4.6,130,42.3
NY-115,Washington,New York,49.2,4.6,129,44.5
NY-117,Wayne,New York,50.6,3.9,129,46.7
NY-119,Westchester,New York,54.7,4.7,130,50
NY-121,Wyoming,New York,49.3,4.7,130,44.7
NY-123,Yates,New York,50.2,4,129,46.2
NC-001,Alamance,North Carolina,61,2.8,130,58.1
NC-003,Alexander,North Carolina,59.7,2.6,130,57.1
NC-005,Alleghany,North Carolina,54.6,3.7,130,50.9
NC-007,Anson,North Carolina,63.4,2.6,126,60.8
NC-009,Ashe,North Carolina,52.9,3.1,130,49.9
NC-011,Avery,North Carolina,51.8,2.6,128,49.2
NC-013,Beaufort,North Carolina,62.9,1.9,119,61
NC-015,Bertie,North Carolina,62.5,3.1,130,59.4
NC-017,Bladen,North Carolina,64,2.3,128,61.6
NC-019,Brunswick,North Carolina,64.4,1.9,123,62.5
NC-021,Buncombe,North Carolina,55.9,2.7,130,53.2
NC-023,Burke,North Carolina,59.5,2.7,130,56.8
NC-025,Cabarrus,North Carolina,61.7,2.3,125,59.4
NC-027,Caldwell,North Carolina,59.1,2.6,130,56.4
NC-029,Camden,North Carolina,62,2.8,127,59.2
NC-031,Carteret,North Carolina,63.9,1.6,114,62.3
NC-033,Caswell,North Carolina,60.4,2.7,130,57.7
NC-035,Catawba,North Carolina,60.7,2.8,130,57.9
NC-037,Chatham,North Carolina,62,2.9,129,59.1
NC-039,Cherokee,North Carolina,57.9,2.2,126,55.8
NC-041,Chowan,North Carolina,62.6,2.8,128,59.8
NC-043,Clay,North Carolina,57,2.8,130,54.2
NC-045,Cleveland,North Carolina,60.7,2.1,125,58.6
NC-047,Columbus,North Carolina,64.3,2.2,125,62.1
NC-049,Craven,North Carolina,63.3,2,120,61.2
NC-051,Cumberland,North Carolina,63.7,2.6,127,61.1
NC-053,Currituck,North Carolina,62.2,2.8,127,59.4
NC-055,Dare,North Carolina,63.2,2,125,61.2
NC-057,Davidson,North Carolina,60.8,2.8,129,58
NC-059,Davie,North Carolina,60.3,3,130,57.3
NC-061,Duplin,North Carolina,62.8,1.8,120,61
NC-063,Durham,North Carolina,61.9,3.6,130,58.3
NC-065,Edgecombe,North Carolina,62.5,3,130,59.5
NC-067,Forsyth,North Carolina,59.9,2.9,127,57.1
NC-069,Franklin,North Carolina,61.3,3,130,58.3
NC-071,Gaston,North Carolina,61.7,2.8,127,58.9
NC-073,Gates,North Carolina,61.8,2.8,130,58.9
NC-075,Graham,North Carolina,55.9,2.3,128,53.6
NC-077,Granville,North Carolina,61,3.6,130,57.4
NC-079,Greene,North Carolina,62.9,2.3,126,60.5
NC-081,Guilford,North Carolina,60.4,2.7,129,57.7
NC-083,Halifax,North Carolina,61.5,2.9,130,58.6
NC-085,Harnett,North Carolina,63,2.7,128,60.3
NC-087,Haywood,North Carolina,52.7,2.4,128,50.3
NC-089,Henderson,North Carolina,56.6,2,122,54.6
NC-091,Hertford,North Carolina,62,3.1,130,58.9
NC-093,Hoke,North Carolina,63.7,3,128,60.7
NC-095,Hyde,North Carolina,63.6,1.9,121,61.7
NC-097,Iredell,North Carolina,60.4,2.9,130,57.5
NC-099,Jackson,North Carolina,54.4,2.6,130,51.9
NC-101,Johnston,North Carolina,63.3,3.2,130,60.2
NC-103,Jones,North Carolina,62.9,2,120,61
NC-105,Lee,North Carolina,62.4,2.7,127,59.7
NC-107,Lenoir,North Carolina,62.5,1.7,119,60.8
NC-109,Lincoln,North Carolina,61.1,2.8,129,58.3
NC-111,McDowell,North Carolina,58.7,2.8,129,55.8
NC-113,Macon,North Carolina,55.9,2.9,130,53
NC-115,Madison,North Carolina,56.6,2.8,130,53.8
NC-117,Martin,North Carolina,62.8,3,129,59.8
NC-119,Mecklenburg,North Carolina,62.3,2.9,129,59.4
NC-121,Mitchell,North Carolina,53.3,2.6,129,50.6
NC-123,Montgomery,North Carolina,63.1,3.2,130,59.8
NC-125,Moore,North Carolina,63.1,3.3,130,59.9
NC-127,Nash,North Carolina,61.8,3,130,58.8
NC-129,New Hanover,North Carolina,64.4,2,118,62.4
NC-131,Northampton,North Carolina,61.4,2.9,130,58.5
NC-133,Onslow,North Carolina,63.5,1.9,121,61.6
NC-135,Orange,North Carolina,61.1,3.2,130,57.9
NC-137,Pamlico,North Carolina,63.7,1.7,118,62
NC-139,Pasquotank,North Carolina,62.1,2.7,127,59.4
NC-141,Pender,North Carolina,63.8,2,125,61.7
NC-143,Perquimans,North Carolina,62.3,2.7,127,59.5
NC-145,Person,North Carolina,60.6,3.5,130,57.1
NC-147,Pitt,North Carolina,63,2.5,128,60.5
NC-149,Polk,North Carolina,60.3,1.9,121,58.3
NC-151,Randolph,North Carolina,61.7,2.9,130,58.7
NC-153,Richmond,North Carolina,63.7,3,128,60.7
NC-155,Robeson,North Carolina,64.5,2.8,129,61.7
NC-157,Rockingham,North Carolina,60.3,2.8,130,57.4
NC-159,Rowan,North Carolina,60.9,2.6,130,58.3
NC-161,Rutherford,North Carolina,60.5,2.2,125,58.3
NC-163,Sampson,North Carolina,63.2,2.2,127,61
NC-165,Scotland,North Carolina,64.3,3.2,129,61
NC-167,Stanly,North Carolina,62.4,2.4,127,60
NC-169,Stokes,North Carolina,59.3,2.8,129,56.4
NC-171,Surry,North Carolina,58.8,3.3,130,55.5
NC-173,Swain,North Carolina,53.7,2.1,126,51.6
NC-175,Transylvania,North Carolina,56,2.7,129,53.3
NC-177,Tyrrell,North Carolina,63.1,2.4,126,60.7
NC-179,Union,North Carolina,62.7,2.6,127,60.1
NC-181,Vance,North Carolina,60.8,3.2,130,57.5
NC-183,Wake,North Carolina,62.6,3.4,130,59.2
NC-185,Warren,North Carolina,60.9,3.1,129,57.8
NC-187,Washington,North Carolina,62.7,2.6,126,60.1
NC-189,Watauga,North Carolina,52.8,2.8,130,50
NC-191,Wayne,North Carolina,63.1,2.6,127,60.5
NC-193,Wilkes,North Carolina,59.1,3.4,130,55.7
NC-195,Wilson,North Carolina,63.1,3.2,130,59.9
NC-197,Yadkin,North Carolina,59.6,3.1,130,56.5
NC-199,Yancey,North Carolina,53.2,2.8,130,50.4
ND-001,Adams,North Dakota,45.5,4,127,41.5
ND-003,Barnes,North Dakota,44.6,4.9,129,39.7
ND-005,Benson,North Dakota,42.7,4.8,128,37.9
ND-007,Billings,North Dakota,45.1,3.6,124,41.5
ND-009,Bottineau,North Dakota,41.7,3.9,123,37.9
ND-011,Bowman,North Dakota,46,3.9,128,42
ND-013,Burke,North Dakota,41.4,3.7,124,37.7
ND-015,Burleigh,North Dakota,43.4,3.2,119,40.2
ND-017,Cass,North Dakota,45.4,4.9,128,40.5
ND-019,Cavalier,North Dakota,41.3,5.2,129,36.1
ND-021,Dickey,North Dakota,44.7,3.6,124,41.1
ND-023,Divide,North Dakota,42.2,4.3,126,37.9
ND-025,Dunn,North Dakota,44.4,3.7,122,40.8
ND-027,Eddy,North Dakota,43.1,4.5,125,38.6
ND-029,Emmons,North Dakota,44.5,3.1,121,41.4
ND-031,Foster,North Dakota,43.2,4.2,124,39
ND-033,Golden Valley,North Dakota,45.5,3.6,124,41.9
ND-035,Grand Forks,North Dakota,44.1,5.1,130,39
ND-037,Grant,North Dakota,45.2,3.7,125,41.5
ND-039,Griggs,North Dakota,43.1,4.6,129,38.5
ND-041,Hettinger,North Dakota,44.6,3.5,120,41.1
ND-043,Kidder,North Dakota,42.5,3,119,39.5
ND-045,LaMoure,North Dakota,44.9,4.3,125,40.6
ND-047,Logan,North Dakota,43.3,3.3,120,40
ND-049,McHenry,North Dakota,42.8,3.6,124,39.1
ND-051,McIntosh,North Dakota,43.8,3.3,123,40.4
ND-053,McKenzie,North Dakota,44.9,4.2,125,40.7
ND-055,McLean,North Dakota,43.8,3.7,123,40.1
ND-057,Mercer,North Dakota,44.5,3.6,123,40.9
ND-059,Morton,North Dakota,44.6,3.5,122,41.1
ND-061,Mountrail,North Dakota,42.4,3.5,121,38.9
ND-063,Nelson,North Dakota,42.6,4.9,129,37.8
ND-065,Oliver,North Dakota,44.5,3.6,123,40.9
ND-067,Pembina,North Dakota,43.4,5.9,130,37.5
ND-069,Pierce,North Dakota,42.1,4.4,126,37.7
ND-071,Ramsey,North Dakota,42.4,4.8,129,37.6
ND-073,Ransom,North Dakota,45.5,4.5,127,41
ND-075,Renville,North Dakota,42,3.3,122,38.7
ND-077,Richland,North Dakota,46.3,4.8,128,41.4
ND-079,Rolette,North Dakota,41.1,5,128,36.1
ND-081,Sargent,North Dakota,45.4,3.9,126,41.4
ND-083,Sheridan,North Dakota,42.3,3.1,119,39.2
ND-085,Sioux,North Dakota,45.6,3.6,123,42
ND-087,Slope,North Dakota,45.5,3.5,124,42
ND-089,Stark,North Dakota,44.5,3.3,121,41.2
ND-091,Steele,North Dakota,42.9,3.9,126,39.1
ND-093,Stutsman,North Dakota,44,4.4,126,39.7
ND-095,Towner,North Dakota,41.6,5.2,128,36.4
ND-097,Traill,North Dakota,44.1,4.1,125,40
ND-099,Walsh,North Dakota,43.4,5.5,130,37.9
ND-101,Ward,North Dakota,42.6,3.3,122,39.3
ND-103,Wells,North Dakota,42.5,3.8,123,38.7
ND-105,Williams,North Dakota,43.3,4.1,123,39.2
OH-001,Adams,Ohio,56.3,3.5,130,52.8
OH-003,Allen,Ohio,55,5,130,50
OH-005,Ashland,Ohio,53.2,4.6,130,48.6
OH-007,Ashtabula,Ohio,52.6,5.1,130,47.5
OH-009,Athens,Ohio,56.1,4.1,130,51.9
OH-011,Auglaize,Ohio,54.6,4.5,130,50.1
OH-013,Belmont,Ohio,54.3,3.7,130,50.6
OH-015,Brown,Ohio,56.1,3.7,130,52.4
OH-017,Butler,Ohio,56.5,4.2,130,52.3
OH-019,Carroll,Ohio,53.4,4.2,130,49.2
OH-021,Champaign,Ohio,54.6,4.4,130,50.2
OH-023,Clark,Ohio,55.8,4.9,130,50.8
OH-025,Clermont,Ohio,57.1,4.3,130,52.8
OH-027,Clinton,Ohio,56.2,4.8,130,51.3
OH-029,Columbiana,Ohio,52.7,3.8,128,48.9
OH-031,Coshocton,Ohio,54.4,4.4,130,50
OH-033,Crawford,Ohio,54.1,5.1,130,49
OH-035,Cuyahoga,Ohio,54.3,5.1,130,49.2
OH-037,Darke,Ohio,54.6,4.3,130,50.3
OH-039,Defiance,Ohio,53.7,4.4,129,49.3
OH-041,Delaware,Ohio,55.3,4.5,130,50.8
OH-043,Erie,Ohio,54.3,4.1,130,50.1
OH-045,Fairfield,Ohio,55.4,4.1,130,51.3
OH-047,Fayette,Ohio,55.8,4.6,130,51.1
OH-049,Franklin,Ohio,56.5,4.8,130,51.7
OH-051,Fulton,Ohio,53.7,4.9,130,48.8
OH-053,Gallia,Ohio,56.4,2.9,130,53.4
OH-055,Geauga,Ohio,52.4,5.2,130,47.2
OH-057,Greene,Ohio,56.3,5,130,51.4
OH-059,Guernsey,Ohio,55.3,4.6,130,50.6
OH-061,Hamilton,Ohio,57.5,4.3,130,53.2
OH-063,Hancock,Ohio,55.2,5.4,130,49.8
OH-065,Hardin,Ohio,55.1,5.3,130,49.8
OH-067,Harrison,Ohio,54,4.1,130,49.9
OH-069,Henry,Ohio,54.3,4.8,130,49.5
